S11 deg X,S11 deg Y,S11 mag X,S11 mag YRe,S11 mag YReImag,S12 deg X,S12 deg Y,S12 mag X,S12 mag YRe,S12 mag YReImag,S21 deg X,S21 deg Y,S21 mag X,S21 mag YRe,S21 mag YReImag,S22 deg X,S22 deg Y,S22 mag X,S22 mag YRe,S22 mag YReImag
1819700858.609982,-0.07728456961110297,1819700858.609982,0.999995862745211,-0.001348865438145677,1819700858.609982,89.87342677316899,1819700858.609982,7.046563361147647e-07,0.000318975579589393,1819700858.609982,179.6953536855724,1819700858.609982,-0.08552280915701241,0.0004547360095738388,1819700858.609982,-0.0445073312129225,1819700858.609982,0.9861344041460154,-0.0007660288374958673
1862087136.662866,-0.07730291173708712,1862087136.662866,0.999995859432083,-0.00134918556342401,1862087136.662866,89.87492508693998,1862087136.662866,7.125341987740208e-07,0.0003264054837282388,1862087136.662866,179.6896541195362,1862087136.662866,-0.08552280000404439,0.0004632436885388095,1862087136.662866,-0.04452580213183611,1862087136.662866,0.9861344009477035,-0.0007663467435852856
1905460717.963246,-0.07732168057907411,1905460717.963246,0.9999958559759021,-0.001349513136089368,1905460717.963246,89.87638887289992,1905460717.963246,7.205980211050617e-07,0.0003340084525294233,1905460717.963246,179.6838217991842,1905460717.963246,-0.0855227906322468,0.0004719495359736716,1905460717.963246,-0.04454470276561669,1905460717.963246,0.9861343976094632,-0.0007666720455165822
1949844599.758044,-0.07734088608845249,1949844599.758044,0.9999958523702288,-0.001349848329816951,1949844599.758044,89.87781890715983,1949844599.758044,7.288522506315585e-07,0.0003417885171842397,1949844599.758044,179.6778536326247,1949844599.758044,-0.08552278103625698,0.0004808581678296573,1949844599.758044,-0.04456404313545467,1949844599.758044,0.9861343941249505,-0.00076700491576236
1995262314.968879,-0.07736053844813265,1995262314.968879,0.9999958486083294,-0.001350191322322356,1995262314.968879,89.87921594793568,1995262314.968879,7.373014439385269e-07,0.0003497498027823126,1995262314.968879,179.6717464559727,1995262314.968879,-0.08552277121057497,0.0004899743075766951,1995262314.968879,-0.04458383349568604,1995262314.968879,0.9861343904875302,-0.0007673455308077179
2041737944.669528,-0.08830894447235169,2041737944.669528,0.9999955674389471,-0.001541276228637154,2041737944.669528,89.869690327123,2041737944.669528,8.139768089598172e-07,0.0003578963428663466,2041737944.669528,179.6546066228478,2041737944.669528,-0.08552265528975866,0.0005155583326250961,2041737944.669528,-0.05553291692075344,2041737944.669528,0.9861342220057026,-0.0009557933836846193
2089296130.854038,-0.08832952201122254,2089296130.854038,0.999995563240643,-0.001541635367231554,2089296130.854038,89.87102358602128,2089296130.854038,8.244145940360734e-07,0.0003662328294366972,2089296130.854038,179.6482116379919,2089296130.854038,-0.0855226431703086,0.0005251040979870758,2089296130.854038,-0.05555363896129763,2089296130.854038,0.9861342179397647,-0.0009561500331067953
2137962089.502231,-0.08835057839188525,2137962089.502231,0.9999955588616045,-0.001542002862893263,2137962089.502231,89.87232602268763,2137962089.502231,8.350986041378112e-07,0.0003747634976711419,2137962089.502231,179.6416677024855,2137962089.502231,-0.0855226307614728,0.0005348722120213804,2137962089.502231,-0.05557484320812379,2137962089.502231,0.9861342136967468,-0.0009565149817539553
2187761623.949551,-0.08837212477855401,2187761623.949551,0.9999955542937127,-0.001542378910461372,2187761623.949551,89.87359832768584,2187761623.949551,8.460347205736198e-07,0.0003834928706380633,2187761623.949551,179.6349713473277,2187761623.949551,-0.08552261805617661,0.0005448678539052139,2187761623.949551,-0.05559654090375158,2187761623.949551,0.9861342092686414,-0.0009568884231164784
2238721138.568338,-0.08839417259524336,2238721138.568338,0.9999955495284756,-0.001542763709308733,2238721138.568338,89.874841175604,2238721138.568338,8.572289685254996e-07,0.0003924255767613895,2238721138.568338,179.6281190227512,2238721138.568338,-0.08552260504716459,0.0005550963234536459,2238721138.568338,-0.05561874355232187,2238721138.568338,0.9861342046470705,-0.0009572705551872027
2290867652.767771,-0.08841673353182494,2290867652.767771,0.999995544557007,-0.001543157463447639,2290867652.767771,89.8760552254119,2290867652.767771,8.686875207243448e-07,0.0004015663522746242,2290867652.767771,179.6211070963436,2290867652.767771,-0.08552259172699601,0.0005655630439296177,2290867652.767771,-0.05564146292569564,2290867652.767771,0.9861341998232724,-0.0009576615805663806
2344228815.31992,-0.09936811487535774,2344228815.31992,0.9999952267701593,-0.001734294236662008,2344228815.31992,89.87177698208014,2344228815.31992,9.196049240707548e-07,0.0004109199257870577,2344228815.31992,179.6084677123952,2344228815.31992,-0.08552251605792947,0.0005844295664171079,2344228815.31992,-0.05566471029033689,2344228815.31992,0.9861341931123568,-0.0009580616915272818
2398832919.019488,-0.1103200309849702,2398832919.019488,0.9999948705066015,-0.001925440274445284,2398832919.019488,89.86204494542737,2398832919.019488,1.012448136045712e-06,0.0004204912480470392,2398832919.019488,179.5902349384379,2398832919.019488,-0.08552237457754017,0.0006116450263242403,2398832919.019488,-0.06661733084683889,2398832919.019488,0.9861339867417978,-0.001146570379442885
2454708915.685028,-0.09941591139632082,2454708915.685028,0.9999952155511715,-0.0017351284223858,2454708915.685028,89.87406681018022,2454708915.685028,9.4574813323734e-07,0.0004302860058975257,2454708915.685028,179.5936119629592,2454708915.685028,-0.08552248567394793,0.0006066048530239118,2454708915.685028,-0.05571284242277084,2454708915.685028,0.9861341822899925,-0.0009588900978056951
2511886431.509578,-0.09944064644557545,2511886431.509578,0.9999952077795715,-0.001735560116182368,2511886431.509578,89.86974568836492,2511886431.509578,1.000984476190852e-06,0.0004403085496474402,2511886431.509578,179.5804973154095,2511886431.509578,-0.08552240671923757,0.0006261808569143836,2511886431.509578,-0.06666658412587503,2511886431.509578,0.9861339769992326,-0.001147418081473183
2570395782.768861,-0.09946595804170966,2570395782.768861,0.999995201502615,-0.001736001875190955,2570395782.768861,89.87082510957427,2570395782.768861,1.01581198855166e-06,0.0004505646640758201,2570395782.768861,179.5726298640441,2570395782.768861,-0.08552238948903489,0.0006379247020769169,2570395782.768861,-0.06669207348146478,2570395782.768861,0.9861339708930756,-0.001147856779517321
2630267991.895379,-0.1104201523318636,2630267991.895379,0.999994845562683,-0.001927187671048987,2630267991.895379,89.86641523978113,2630267991.895379,1.074959435520607e-06,0.000461059533308294,2630267991.895379,179.5591150322703,2630267991.895379,-0.08552230200449421,0.000658098064044046,2630267991.895379,-0.06671815521580389,2630267991.895379,0.98613396263983,-0.001148305670669341
2691534803.926913,-0.1213749466172738,2691534803.926913,0.9999944508589276,-0.002118383861456507,2691534803.926913,89.85655450881534,2691534803.926913,1.181195890323086e-06,0.0004717987113706785,2691534803.926913,179.5399864236159,2691534803.926913,-0.08552214047808437,0.0006866507687480962,2691534803.926913,-0.07767367496835469,2691534803.926913,0.9861337186153927,-0.001336864207269593
2754228703.338163,-0.1104737767549854,2754228703.338163,0.9999948314219347,-0.001928123565180311,2754228703.338163,89.86845053881896,2754228703.338163,1.108470733850243e-06,0.0004827886225805872,2754228703.338163,179.542446747631,2754228703.338163,-0.0855222630664087,0.0006829791270065931,2754228703.338163,-0.06677215617274546,2754228703.338163,0.9861339489554215,-0.001149235081816819
2818382931.264451,-0.1105015288202781,2818382931.264451,0.9999948238898086,-0.001928607914864993,2818382931.264451,89.86943264903064,2818382931.264451,1.125822046645577e-06,0.0004940342253809871,2818382931.264451,179.5338203220743,2818382931.264451,-0.08552224289625049,0.0006958559912774986,2818382931.264451,-0.06680010310342951,2818382931.264451,0.9861339416609409,-0.001149716076534474
2884031503.126603,-0.1105299269620569,2884031503.126603,0.9999948160312937,-0.001929103540059055,2884031503.126603,89.87039176482794,2884031503.126603,1.143583160316713e-06,0.000505541771791568,2884031503.126603,179.5249929793108,2884031503.126603,-0.0855222222433709,0.0007090327955643573,2884031503.126603,-0.06682870064627297,2884031503.126603,0.9861339340466504,-0.001150208268758436
2951209226.666382,-0.1105589862370484,2951209226.666382,0.999994807831676,-0.001929610703522487,2951209226.666382,89.87132839474501,2951209226.666382,1.161763886001748e-06,0.0005173173632540104,2951209226.666382,179.5159600406359,2951209226.666382,-0.08552220109591804,0.0007225165263683759,2951209226.666382,-0.06685796396349664,2951209226.666382,0.9861339260980355,-0.001150711919432712
3019951720.402013,-0.1543018715641743,3019951720.402013,0.9999930313551582,-0.002693063444320882,3019951720.402013,89.83953396105936,3019951720.402013,1.482578947781901e-06,0.0005293661822015113,3019951720.402013,179.4740076441206,3019951720.402013,-0.08552169652757058,0.0007851367547867178,3019951720.402013,-0.08874556397614621,3019951720.402013,0.9861334017948225,-0.001527425503718817
3090295432.513587,-0.1324757308616234,3090295432.513587,0.9999939811013874,-0.002312127886197362,3090295432.513587,89.8622078996664,3090295432.513587,1.302744710022189e-06,0.0005416974527959854,3090295432.513587,179.4863298416923,3090295432.513587,-0.08552199527716532,0.0007667453734127179,3090295432.513587,-0.06691854777308277,3090295432.513587,0.986133904718379,-0.001151754621028531
3162277660.168375,-0.1325068674102995,3162277660.168375,0.9999939715759225,-0.002312671299095053,3162277660.168375,89.8630800052878,3162277660.168375,1.324652217389297e-06,0.000554315219364789,3162277660.168375,179.4766509414977,3162277660.168375,-0.0855219698116212,0.0007811934415377181,3162277660.168375,-0.06694990285774459,3162277660.168375,0.9861338955699281,-0.001152294272326467
3235936569.296278,-0.1325387263730741,3235936569.296278,0.9999939570123599,-0.002313227308825343,3235936569.296278,89.85307900774468,3235936569.296278,1.454516745046732e-06,0.0005672265534237364,3235936569.296278,179.4558940812771,3235936569.296278,-0.08552178049762527,0.0008121768515991916,3235936569.296278,-0.08883964840288863,3235936569.296278,0.9861333780360246,-0.001529044783684762
3311311214.825907,-0.1325713296072269,3311311214.825907,0.9999939465367838,-0.002313796317976626,3311311214.825907,89.85391042819515,3311311214.825907,1.47997400704028e-06,0.000580438970323355,3311311214.825907,179.4457590816469,3311311214.825907,-0.08552175092808625,0.0008273058273911492,3311311214.825907,-0.08887248055517559,3311311214.825907,0.9861333678516386,-0.001529609852425858
3388441561.392021,-0.1326046919636619,3388441561.392021,0.9999939356088376,-0.0023143785752444,3388441561.392021,89.85472217261207,3388441561.392021,1.506032025654311e-06,0.0005939591437367715,3388441561.392021,179.4353880365667,3388441561.392021,-0.08552172065197983,0.0008427872015839501,3388441561.392021,-0.08890607715735409,3388441561.392021,0.9861333572231061,-0.00153018807765529
3467368504.525312,-0.1326388311309093,3467368504.525312,0.9999939242081661,-0.002314974389303294,3467368504.525312,89.8555146713925,3467368504.525312,1.532705160989287e-06,0.0006077942422197152,3467368504.525312,179.4247754498787,3467368504.525312,-0.08552168965200892,0.0008586291825827562,3467368504.525312,-0.08894045602183566,3467368504.525312,0.9861333461303303,-0.001530779765915756
3548133892.33575,-0.132673765209345,3548133892.33575,0.9999939123134736,-0.002315584076013724,3548133892.33575,89.85628834472931,3548133892.33575,1.56000812491528e-06,0.0006219516013040315,3548133892.33575,179.4139156975502,3548133892.33575,-0.08552165791043372,0.0008748401699896004,3548133892.33575,-0.08897563537575288,3548133892.33575,0.986133334552284,-0.001531385230886311
3630780547.701009,-0.1545660836574891,3630780547.701009,0.9999929435834127,-0.002697674579858448,3630780547.701009,89.84611533604037,3630780547.701009,1.709346206908253e-06,0.0006364382607727121,3630780547.701009,179.3918747579118,3630780547.701009,-0.08552143338094358,0.0009077404276967347,3630780547.701009,-0.08901163038551896,3630780547.701009,0.9861333172763416,-0.001532004725501507
3715352290.971721,-0.1546026635375195,3715352290.971721,0.9999929303893,-0.002698312983745114,3715352290.971721,89.84685257943214,3715352290.971721,1.740781960896161e-06,0.0006512628257867669,3715352290.971721,179.380503275867,3715352290.971721,-0.08552139685820247,0.0009247154030066615,3715352290.971721,-0.08904846696885937,3715352290.971721,0.9861333045398477,-0.001532638711738853
3801893963.205607,-0.1546400951976055,3801893963.205607,0.9999929166255443,-0.002698966252449145,3801893963.205607,89.84757219893871,3801893963.205607,1.772959742896245e-06,0.0006664326989819473,3801893963.205607,179.3688669588128,3801893963.205607,-0.08552135946232321,0.0009420857755058107,3801893963.205607,-0.08908616130300762,3801893963.205607,0.9861332912461833,-0.001533287460113617
3890451449.942801,-0.1765349544916918,3890451449.942801,0.9999917941211363,-0.003081100667392314,3890451449.942801,89.82649378411585,3890451449.942801,2.065139434150318e-06,0.0006819548878434028,3890451449.942801,179.3351788488482,3890451449.942801,-0.08552091248630497,0.0009923708823328544,3890451449.942801,-0.1109823832144409,3890451449.942801,0.9861326194529469,-0.001910149160720481
3981071705.534967,-0.1765741495407139,3981071705.534967,0.9999917787495418,-0.003081784703558013,3981071705.534967,89.82717929152892,3981071705.534967,2.104893476115456e-06,0.000697839673429533,3981071705.534967,179.3229942208088,3981071705.534967,-0.08552086635383503,0.001010559869043291,3981071705.534967,-0.1110218532980878,3981071705.534967,0.9861326045811247,-0.001910828464367252
4073802778.041121,-0.1547577016391612,4073802778.041121,0.9999928716541451,-0.002701018751030535,4073802778.041121,89.84962908415388,4073802778.041121,1.874124900253828e-06,0.0007140955411721074,4073802778.041121,179.3323066181449,4073802778.041121,-0.08552124181915594,0.0009966624534357934,4073802778.041121,-0.08920459299410001,4073802778.041121,0.9861332477637101,-0.00153532575749255
4168693834.703348,-0.1766552990266489,4168693834.703348,0.9999917459991228,-0.003083200930110656,4168693834.703348,89.82850114171637,4168693834.703348,2.187235631014123e-06,0.0007307278745239184,4168693834.703348,179.2977670596658,4168693834.703348,-0.0855207707611592,0.001048218736317963,4168693834.703348,-0.1111035721912022,4168693834.703348,0.9861325728718375,-0.001912234893346345
4265795188.015921,-0.1985538387774395,4265795188.015921,0.9999904732809584,-0.003465399087220796,4265795188.015921,89.80735740450953,4265795188.015921,2.514121496569649e-06,0.0007477474426692935,4265795188.015921,179.2629303796888,4265795188.015921,-0.08552026533810171,0.001100218331169077,4265795188.015921,-0.133003505214794,4265795188.015921,0.9861317539425978,-0.002289160154265633
4365158322.401653,-0.176740271947193,4365158322.401653,0.9999917103685465,-0.003084683879303086,4365158322.401653,89.82975976117638,4365158322.401653,2.27350836368914e-06,0.0007651660470707822,4365158322.401653,179.2713512120785,4365158322.401653,-0.08552067054912417,0.001087652407668294,4365158322.401653,-0.1111891413102793,4365158322.401653,0.9861325383407027,-0.001913707584255154
4466835921.509624,-0.1767842481898153,4466835921.509624,0.9999916913914262,-0.003085451351918629,4466835921.509624,89.83036619874994,4466835921.509624,2.318177727202769e-06,0.0007829890674219617,4466835921.509624,179.2576801364656,4466835921.509624,-0.08552061863982595,0.001108060781680213,4466835921.509624,-0.1112334260899077,4466835921.509624,0.9861325199362951,-0.001914469748237516
4570881896.148744,-0.1768292485310304,4570881896.148744,0.9999916715931094,-0.003086236695887958,4570881896.148744,89.83095781961795,4570881896.148744,2.363901731557789e-06,0.0008012272387331546,4570881896.148744,179.2436906913124,4570881896.148744,-0.08552056548900665,0.001128944526793396,4570881896.148744,-0.1112787421424071,4570881896.148744,0.9861325007266553,-0.001915249660201255
4677351412.871975,-0.1987318434007191,4677351412.871975,0.9999904005710267,-0.003468505609529222,4677351412.871975,89.82060668376533,4677351412.871975,2.567085712795578e-06,0.0008198895000685953,4677351412.871975,179.2184472121736,4677351412.871975,-0.08552026337346753,0.001166625999976866,4677351412.871975,-0.111325107805178,4677351412.871975,0.986132473988647,-0.001916047622691519
4786300923.226377,-0.1987789640402417,4786300923.226377,0.9999903787039353,-0.003469327945971501,4786300923.226377,89.82116960471105,4786300923.226377,2.6186378803585e-06,0.0008389871932402,4786300923.226377,179.2037986235696,4786300923.226377,-0.08552020346983896,0.001188493945411099,4786300923.226377,-0.1113725588075234,4786300923.226377,0.986132452901602,-0.001916864276255564
4897788193.684455,-0.1988271820323345,4897788193.684455,0.9999903558921563,-0.003470169431565599,4897788193.684455,89.82171862710965,4897788193.684455,2.671407106941941e-06,0.0008585297281968428,4897788193.684455,179.1888089124393,4897788193.684455,-0.08552014213367778,0.001210871259598641,4897788193.684455,-0.1114211148384859,4897788193.684455,0.9861324308910495,-0.001917699946995719
5011872336.272716,-0.1988765229411618,5011872336.272716,0.9999903320931678,-0.003471030512340458,5011872336.272716,89.822254042062,5011872336.272716,2.725422507483212e-06,0.0008785274665915162,5011872336.272716,179.1734701392149,5011872336.272716,-0.08552007932986311,0.001233769807214563,5011872336.272716,-0.1114708016401294,5011872336.272716,0.9861324079151033,-0.001918555077882024
5128613839.913641,-0.1989270068300467,5128613839.913641,0.9999902999308383,-0.003471911512854834,5128613839.913641,89.81192360765148,5128613839.913641,2.95099322899044e-06,0.0008989902879123947,5128613839.913641,179.1469216540325,5128613839.913641,-0.08551975817020729,0.001273399994080189,5128613839.913641,-0.1333792911748363,5128613839.913641,0.986131585546133,-0.002295627541793055
5248074602.497718,-0.2208352043412143,5248074602.497718,0.9999888763267777,-0.003854277632017666,5248074602.497718,89.80150440666843,5248074602.497718,3.187018244113382e-06,0.0009199295612370013,5248074602.497718,179.1199319500413,5248074602.497718,-0.08551940888466324,0.001313688714769189,5248074602.497718,-0.1334313120298157,5248074602.497718,0.9861315526643482,-0.002296522813648669
5370317963.702518,-0.2208880731010058,5370317963.702518,0.999988848764316,-0.003855200263134357,5370317963.702518,89.80200067478253,5370317963.702518,3.25309980206843e-06,0.0009413574860789795,5370317963.702518,179.1034964870655,5370317963.702518,-0.08551933211573137,0.001338224905071651,5370317963.702518,-0.1334845513528743,5370317963.702518,0.9861315259992507,-0.002297439071394341
5495408738.576237,-0.2209421731144515,5495408738.576237,0.9999888200117835,-0.003856144379127122,5495408738.576237,89.80248442920626,5495408738.576237,3.320741059636003e-06,0.0009632845305102623,5495408738.576237,179.0866783156631,5495408738.576237,-0.08551925351179332,0.001363332615221396,5495408738.576237,-0.1335390305370864,5495408738.576237,0.986131498168777,-0.002298376666043966
